label,clean_text
spam,VALENTINES DAY SPECIAL WIN 1000 QUIZ TAKE PARTNER TRIP LIFETIME SEND GO 83600 150P MSG RCVD CUSTCARE 08718720201
ham,TA DAAAAA HOME BABE STILL
ham,COOL COME HAVENT WINED DINED
ham,SLEEPING SURFING
ham,SORRY CALL LATER
ham,U CALLING RIGHT CALL HAND PHONE
ham,OK GREAT THANX LOT
ham,TAKE POST COME MUST 1000S TEXTS HAPPY READING ONE WIV HELLO CAROLINE END FAVOURITE BLESS
ham,U HIDING STRANGER
ham,INTERESTED LIKE
ham,SISTER CLEARED TWO ROUND BIRLA SOFT YESTERDAY
ham,GUDNITE TC PRACTICE GOING
ham,DIS YIJUE JUS SAW UR MAIL CASE HUIMING HAVENT SENT U NUM DIS NUM
ham,ONE SMALL PRESTIGE PROBLEM
spam,FANCY SHAG INTERESTED SEXTEXTUK COM TXT XXUK SUZY 69876 TXTS COST 1 50 PER MSG TNCS WEBSITE X
ham,CHECKING REALLY MISS SEEING JEREMIAH GREAT MONTH
ham,NAH HELP NEVER IPHONE
ham,CAR HOUR HALF GOING APESHIT
ham,TODAY SORRY DAY EVER ANGRY EVER MISBEHAVED HURT PLZ PLZ SLAP URSELF BCOZ UR FAULT BASICALLY GOOD
ham,YO GUYS EVER FIGURE MUCH NEED ALCOHOL JAY TRYING FIGURE MUCH SAFELY SPEND WEED
ham,LT GT ISH MINUTES 5 MINUTES AGO WTF
ham,THANK CALLING FORGOT SAY HAPPY ONAM SIRJI FINE REMEMBERED MET INSURANCE PERSON MEET QATAR INSHA ALLAH RAKHESH EX TATA AIG JOINED TISSCO TAYSEER
spam,CONGRATULATIONS UR AWARDED 500 CD VOUCHERS 125GIFT GUARANTEED FREE ENTRY 2 100 WKLY DRAW TXT MUSIC 87066 TNCS WWW LDEW COM1WIN150PPMX3AGE16
spam,UR CASH BALANCE CURRENTLY 500 POUNDS MAXIMIZE UR CASH SEND CASH 86688 150P MSG CC 08708800282 HG SUITE342 2LANDS ROW W1J6HL
ham,ACTOR WORK WORK EVENING SLEEP LATE SINCE UNEMPLOYED MOMENT ALWAYS SLEEP LATE UNEMPLOYED EVERY DAY SATURDAY
ham,HELLO GOT ST ANDREWS BOY LONG WAY COLD KEEP POSTED
ham,HA HA COOL COOL CHIKKU CHIKKU DB
ham,OH OK PROB
ham,CHECK AUDREY STATUS RIGHT
ham,BUSY TRYING FINISH NEW YEAR LOOKING FORWARD FINALLY MEETING
ham,GOOD AFTERNOON SUNSHINE DAWNS DAY REFRESHED HAPPY ALIVE BREATHE AIR SMILE THINK LOVE ALWAYS
ham,WELL KNOW Z TAKE CARE WORRIES
spam,UPDATE XMAS OFFER LATEST MOTOROLA SONYERICSSON NOKIA FREE BLUETOOTH DOUBLE MINS 1000 TXT ORANGE CALL MOBILEUPD8 08000839402 CALL2OPTOUT F4Q
spam,DISCOUNT CODE RP176781 STOP MESSAGES REPLY STOP WWW REGALPORTFOLIO CO UK CUSTOMER SERVICES 08717205546
ham,WAT UNIFORM GET
ham,COOL TEXT READY
ham,HELLO BOYTOY GEEEE MISS ALREADY WOKE WISH BED CUDDLING LOVE
ham,SPOIL BED WELL
ham,GOING BATH MSG NEXT LT GT MIN
ham,CANT KEEP TALKING PEOPLE SURE PAY AGREE PRICE PLS TELL WANT REALLY BUY MUCH WILLING PAY
spam,THANKS RINGTONE ORDER REFERENCE T91 CHARGED GBP 4 PER WEEK UNSUBSCRIBE ANYTIME CALLING CUSTOMER SERVICES 09057039994
ham,SAY HAPPEN
ham,COULD SEEN RECOGNISE FACE
ham,WELL LOT THINGS HAPPENING LINDSAY NEW YEARS SIGHS BARS PTBO BLUE HERON SOMETHING GOING
ham,KEEP PAYASAM RINU BRINGS
ham,TAUGHT RANJITH SIR CALLED SMS LIKE BECAUS HES VERIFYING PROJECT PRABU TOLD TODAY PA DONT MISTAKE
ham,GUESS WORRIED MUST KNOW WAY BODY REPAIRS QUITE SURE WORRY TAKE SLOW FIRST TESTS GUIDE OVULATION RELAX NOTHING SAID REASON WORRY KEEP FOLLOWIN
ham,YEAH SURE GIVE COUPLE MINUTES TRACK WALLET
ham,HEY LEAVE BIG DEAL TAKE CARE
ham,HEY LATE AH MEET 945
spam,DOUBLE MINS TXTS 4 6MONTHS FREE BLUETOOTH ORANGE AVAILABLE SONY NOKIA MOTOROLA PHONES CALL MOBILEUPD8 08000839402 CALL2OPTOUT N9DX
ham,TOOK MR OWL 3 LICKS
ham,CUSTOMER PLACE CALL
ham,MM TIME DONT LIKE FUN
spam,4MTHS HALF PRICE ORANGE LINE RENTAL LATEST CAMERA PHONES 4 FREE PHONE 11MTHS CALL MOBILESDIRECT FREE 08000938767 UPDATE OR2STOPTXT
ham,YUP LUNCH BUFFET U EAT ALREADY
ham,HUH LATE FR DINNER
ham,HEY SAT GOING INTRO PILATES KICKBOXING
ham,MORNING OK
ham,YES THINK OFFICE LAP ROOM THINK THATS LAST DAYS DIDNT SHUT
ham,PICK BOUT 7 30ISH TIME GOING
ham,PERFORMANCE AWARD CALCULATED EVERY TWO MONTH CURRENT ONE MONTH PERIOD
ham,ACTUALLY SLEEPING STILL MIGHT U CALL BACK TEXT GR8 ROCK SIS SEND U TEXT WEN WAKE
ham,ALWAYS PUTTING BUSINESS PUT PICTURES ASS FACEBOOK ONE OPEN PEOPLE EVER MET WOULD THINK PICTURE ROOM WOULD HURT MAKE FEEL VIOLATED
ham,GOOD EVENING SIR AL SALAM WAHLEYKKUM SHARING HAPPY NEWS GRACE GOD GOT OFFER TAYSEER TISSCO JOINED HOPE FINE INSHAH ALLAH MEET SOMETIME RAKHESH VISITOR INDIA
ham,HMMM K WANT CHANGE FIELD QUICKLY DA WANNA GET SYSTEM ADMINISTRATOR NETWORK ADMINISTRATOR
spam,FREE RINGTONE TEXT FIRST 87131 POLY TEXT GET 87131 TRUE TONE HELP 0845 2814032 16 1ST FREE TONES 3X 150PW E ND TXT STOP
ham,DEAR CHECHI TALK
ham,HAIR CREAM SHIPPED
ham,NONE HAPPENING TIL GET THOUGH
ham,YEP GREAT LOXAHATCHEE XMAS TREE BURNING LT GT STARTS HOUR
ham,HAHA GET USED DRIVING USF MAN KNOW LOT STONERS
ham,WELL SLIGHTLY DISASTROUS CLASS PM FAV DARLINGS HOPE DAY OK COFFEE WLD GOOD STAY LATE TOMORROW TIME PLACE ALWAYS
ham,HELLO GOOD WEEK FANCY DRINK SOMETHING LATER
ham,HEADIN TOWARDS BUSETOP
ham,MESSAGE TEXT MISSING SENDER NAME MISSING NUMBER MISSING SENT DATE MISSING MISSING U LOT THATS EVERYTHING MISSING SENT VIA FULLONSMS COM
ham,COME ROOM POINT IRON PLAN WEEKEND
ham,COS WANT THING
ham,OKIES GO YAN JIU SKIP ARD OSO GO CINE DEN GO MRT ONE BLAH BLAH BLAH
ham,BRING HOME WENDY
spam,100 DATING SERVICE CAL L 09064012103 BOX334SK38CH
ham,WHATSUP DONT U WANT SLEEP
ham,ALRIGHT NEW GOAL
spam,FREE ENTRY 250 WEEKLY COMPETITION TEXT WORD WIN 80086 18 C WWW TXTTOWIN CO UK
ham,ALRIGHT HEAD MINUTES TEXT MEET
spam,SEND LOGO 2 UR LOVER 2 NAMES JOINED HEART TXT LOVE NAME1 NAME2 MOBNO EG LOVE ADAM EVE 07123456789 87077 YAHOO POBOX36504W45WQ TXTNO 4 ADS 150P
ham,YES LAST WEEK TAKING LIVE CALL
spam,SOMEONE CONTACTED DATING SERVICE ENTERED PHONE FANCY FIND CALL LANDLINE 09111032124 POBOX12N146TF150P
ham,SIVA HOSTEL AHA
spam,URGENT MOBILE NUMBER AWARDED 2000 PRIZE GUARANTEED CALL 09058094455 LAND LINE CLAIM 3030 VALID 12HRS
ham,SEND UR FRIENDS RECEIVE SOMETHING UR VOICE SPEAKING EXPRESSION 1 CHILDISH 2 NAUGHTY 3 SENTIMENT 4 ROWDY 5 FUL ATTITUDE 6 ROMANTIC 7 SHY 8 ATTRACTIVE 9 FUNNY LT GT IRRITATING LT GT LOVABLE REPLY
ham,OK OK GUESS
ham,AATHI DEAR
ham,PAIN URINATION THING ELSE
ham,7 ESPLANADE MIND GIVING LIFT COS GOT CAR TODAY
ham,WNT BUY BMW CAR URGENTLY VRY URGENT HV SHORTAGE LT GT LACS SOURCE ARNG DIS AMT LT GT LACS THATS PROB
ham,HOME WATCHING TV LOR
ham,USUALLY TAKE FIFTEEN FUCKING MINUTES RESPOND YES QUESTION
spam,CONGRATS NOKIA 3650 VIDEO CAMERA PHONE CALL 09066382422 CALLS COST 150PPM AVE CALL 3MINS VARY MOBILES 16 CLOSE 300603 POST BCM4284 LDN WC1N3XX
ham,BOOKED TICKET PONGAL
ham,AVAILABLE LIKE RIGHT AROUND HILLSBOROUGH AMP LT GT TH
ham,MESSAGE SENT ASKIN LT GT DOLLARS SHOUL PAY LT GT LT GT
ham,ASK G IOURI TOLD STORY LIKE TEN TIMES ALREADY
ham,LONG APPLEBEES FUCKING TAKE
ham,HI HOPE U GET TXT JOURNEY HASNT GD 50 MINS LATE THINK
ham,LIKE LOVE ARRANGE
ham,YES REALLY GREAT BHAJI TOLD KALLIS BEST CRICKETER SACHIN WORLD TOUGH GET
ham,SUPPOSED WAKE GT
ham,OIC SAW TOT DIN C FOUND GROUP LIAO
ham,SORRY CALL LATER
ham,HEY HEY WERETHE MONKEESPEOPLE SAY MONKEYAROUND HOWDY GORGEOUS
ham,SORRY BATTERY DIED COME GETTING GRAM PLACE
ham,WELL DONE BLIMEY EXERCISE YEAH KINDA REMEMBER WOT HMM
ham,WONT GET CONCENTRATION DEAR KNOW MIND EVERYTHING
ham,LOL MADE PLANS NEW YEARS
ham,10 MIN LATER K
ham,HANKS LOTSLY
ham,THANKS HOPE GOOD DAY TODAY
ham,K K DETAIL WANT TRANSFER ACC ENOUGH
ham,OK TELL STAY YEAH TOUGH OPTIMISTIC THINGS IMPROVE MONTH
spam,LOAN PURPOSE 500 75 000 HOMEOWNERS TENANTS WELCOME PREVIOUSLY REFUSED STILL HELP CALL FREE 0800 1956669 TEXT BACK HELP
ham,SI SI THINK ILL GO MAKE OREO TRUFFLES
ham,LOOK AMY URE BEAUTIFUL INTELLIGENT WOMAN LIKE U LOT KNOW U LIKE LIKE WORRY
ham,HOPE RESULT CONSISTENTLY INTELLIGENT KIND START ASKING PRACTICUM LINKS KEEP EARS OPEN BEST TTYL
ham,1 20 CALL COST GUESS ISNT BAD MISS YA NEED YA WANT YA LOVE YA
ham,GOING THRU DIFFERENT FEELING WAVERING DECISIONS COPING INDIVIDUAL TIME HEAL EVERYTHING BELIEVE
ham,U GO PHONE GONNA DIE STAY
ham,GREAT NEVER BETTER DAY GIVES EVEN REASONS THANK GOD
spam,UPGRDCENTRE ORANGE CUSTOMER MAY CLAIM FREE CAMERA PHONE UPGRADE LOYALTY CALL 0207 153 9153 OFFER ENDS 26TH JULY C APPLY OPT AVAILABLE
ham,SORRY CALL LATER OK BYE
ham,OK WAY RAILWAY
ham,GREAT PRINCESS LOVE GIVING RECEIVING ORAL DOGGY STYLE FAVE POSITION ENJOY MAKING LOVE LT GT TIMES PER NIGHT
ham,PUT STUFF ROADS KEEP GETTING SLIPPERY
ham,GOING RIDE BIKE
ham,YUP NEED JUS WAIT 4 E RAIN 2 STOP
ham,MANY COMPANY TELL LANGUAGE
spam,OKMAIL DEAR DAVE FINAL NOTICE COLLECT 4 TENERIFE HOLIDAY 5000 CASH AWARD CALL 09061743806 LANDLINE TCS SAE BOX326 CW25WX 150PPM
ham,LONG SINCE SCREAMED PRINCESS
ham,NOTHING MEANT MONEY ENTERS ACCOUNT BANK REMOVE FLAT RATE SOMEONE TRANSFERED LT GT ACCOUNT LT GT DOLLARS GOT REMOVED BANKS DIFFER CHARGES ALSO DIFFER SURE TRUST 9JA PERSON SENDING ACCOUNT DETAILS COS
spam,WANT 2 GET LAID TONIGHT WANT REAL DOGGING LOCATIONS SENT DIRECT 2 UR MOB JOIN UK LARGEST DOGGING NETWORK TXTING MOAN 69888NYT EC2A 31P MSG 150P
ham,NICE LINE SAID BROKEN HEART PLZ CUM 1 TIMES INFRONT WISE TRUST U GOOD 9T
ham,OK GONNA HEAD USF LIKE FIFTEEN MINUTES
ham,LOVE AATHI LOVE U LOT
ham,TENSION AH MACHI PROBLEM
ham,K PICK ANOTHER 8TH DONE
ham,GUYS GETTING BACK G SAID THINKING STAYING MCR
ham,ALMOST SEE U SEC
ham,YO CARLOS FRIENDS ALREADY ASKING WORKING WEEKEND
ham,WATCHING TV LOR
ham,THANK BABY CANT WAIT TASTE REAL THING
ham,CHANGE FB JAYKWON THUGLYFE FALCONERF
ham,WIN REALLY 1 SIDE LONG TIME
spam,FREE MESSAGE ACTIVATE 500 FREE TEXT MESSAGES REPLYING MESSAGE WORD FREE TERMS CONDITIONS VISIT WWW 07781482378 COM
ham,DEAR REACHED RAILWAY HAPPEN
ham,DEPENDS QUALITY WANT TYPE SENT BOYE FADED GLORY 6 WANT RALPHS MAYBE 2
ham,THINK FIXED SEND TEST MESSAGE
ham,SORRY MAN ACCOUNT DRY WOULD WANT COULD TRADE BACK HALF COULD BUY SHIT CREDIT CARD
spam,CONGRATS 1 YEAR SPECIAL CINEMA PASS 2 CALL 09061209465 C SUPRMAN V MATRIX3 STARWARS3 ETC 4 FREE BX420 IP4 5WE 150PM DONT MISS
ham,SORRY MEETING CALL LATER
ham,CLASS LT GT REUNION
ham,FREE CALL
ham,GOT MEH
ham,NOPE THINK GO MONDAY SORRY REPLIED LATE
ham,TOLD ACCENTURE CONFIRM TRUE
ham,KATE JACKSON REC CENTER 7ISH RIGHT
ham,DEAR REACHE ROOM
ham,FIGHTING WORLD EASY U EITHER WIN LOSE BT FIGHTNG SOME1 CLOSE U DIFICULT U LOSE U LOSE U WIN U STILL LOSE
ham,COME
ham,CHECK NUEROLOGIST
ham,LOLNICE WENT FISH WATER
spam,123 CONGRATULATIONS WEEK COMPETITION DRAW U 1450 PRIZE CLAIM CALL 09050002311 B4280703 CS STOP SMS 08718727868 18 150PPM
ham,WAITING E CAR DAT BORED WAT COS WAIT OUTSIDE GOT NOTHING 2 HOME STUFF WATCH TV WAT
ham,MAYBE WESTSHORE HYDE PARK VILLAGE PLACE NEAR HOUSE
ham,KNOW ANTHONY BRINGING MONEY SCHOOL FEES PAY RENT STUFF LIKE THATS NEED HELP FRIEND NEED
ham,SIGNIFICANCE
ham,OPINION 1 2 JADA 3 KUSRUTHI 4 LOVABLE 5 SILENT 6 SPL CHARACTER 7 MATURED 8 STYLISH 9 SIMPLE PLS REPLY
ham,8 LATEST G STILL SCROUNGE AMMO WANT GIVE NEW AK TRY
ham,PRABHA SORYDA REALY FRM HEART SORY
ham,LOL OK FORGIVEN
ham,JST CHANGE TAT
spam,GUARANTEED LATEST NOKIA PHONE 40GB IPOD MP3 PLAYER 500 PRIZE TXT WORD COLLECT 83355 IBHLTD LDNW15H 150P MTMSGRCVD18
ham,COMPETITION
spam,BOLTBLUE TONES 150P REPLY POLY MONO EG POLY3 1 CHA CHA SLIDE 2 YEAH 3 SLOW JAMZ 6 TOXIC 8 COME STOP 4 TONES TXT
spam,CREDITS TOPPED HTTP WWW BUBBLETEXT COM RENEWAL PIN TGXXRZ
ham,WAY TRANSPORT LESS PROBLEMATIC SAT NIGHT WAY U WANT ASK N JOIN BDAY FEEL FREE NEED KNOW DEFINITE NOS BOOKING FRI
ham,USUALLY PERSON UNCONSCIOUS CHILDREN ADULTS MAY BEHAVE ABNORMALLY CALL
ham,EBAY MIGHT LESS ELSEWHERE
ham,SHALL COME GET PICKLE
ham,GONNA GO GET TACOS
ham,RUDE CAMPUS
spam,URGENT MOBILE AWARDED 2 000 BONUS CALLER PRIZE 02 09 03 2ND ATTEMPT CONTACT CALL 0871 872 9755 BOX95QU
ham,HI B ARD 4 CHRISTMAS ENJOY N MERRY X MAS
spam,TODAY OFFER CLAIM UR 150 WORTH DISCOUNT VOUCHERS TEXT YES 85023 SAVAMOB MEMBER OFFERS MOBILE CS 08717898035 3 00 SUB 16 UNSUB REPLY X
ham,YES PRETTY LADY LIKE SINGLE
spam,RECIEVE TONE WITHIN NEXT 24HRS TERMS CONDITIONS PLEASE SEE CHANNEL U TELETEXT PG 750
ham,JAY SAYS DOUBLE FAGGOT
spam,PRIVATE 2003 ACCOUNT STATEMENT 07815296484 SHOWS 800 UN REDEEMED POINTS CALL 08718738001 IDENTIFIER CODE 41782 EXPIRES 18 11 04
ham,TODAY SUNDAY SUNDAY HOLIDAY WORK
ham,GUDNITE TC PRACTICE GOING
ham,LATE
ham,CALLED HOPING L8R MALARIA KNOW MISS GUYS MISS BANI BIG PLS GIVE LOVE ESPECIALLY GREAT DAY
ham,GOOD AFTERNOON LOVE GOES DAY HOPE MAYBE GOT LEADS JOB THINK BOYTOY SEND PASSIONATE KISS ACROSS SEA
ham,PROBABLY GONNA SEE LATER TONIGHT LT
ham,MAYBE FAT FINGERS PRESS BUTTONS KNOW
ham,UMMMMMAAH MANY MANY HAPPY RETURNS DAY DEAR SWEET HEART HAPPY BIRTHDAY DEAR
ham,TIRUPUR DA STARTED OFFICE CALL
spam,WWW APPLAUSESTORE COM MONTHLYSUBSCRIPTION 50P MSG MAX6 MONTH CSC WEB AGE16 2STOP TXT STOP
ham,FAMOUS QUOTE DEVELOP ABILITY LISTEN ANYTHING UNCONDITIONALLY WITHOUT LOSING TEMPER SELF CONFIDENCE MEANS MARRIED
ham,GOING COLLEGE PA ELSE ILL COME SELF PA
ham,4 OCLOCK MINE BASH FLAT PLAN
ham,GIRL STAY BED GIRL NEED RECOVERY TIME ID RATHER PASS FUN COOPED BED
ham,SPECIAL
ham,KNOW NEED GET HOTEL GOT INVITATION APOLOGISE CALI SWEET COME ENGLISH BLOKE WEDDIN
ham,SORRY TOOK LONG OMW
ham,WAIT LT GT MIN
ham,OK GIVE 5 MINUTES THINK SEE BTW ALIBI CUTTING HAIR WHOLE TIME
ham,IMAGINE FINALLY GET SINK BATH PUT PACES MAYBE EVEN EAT LEFT ALSO IMAGINE FEEL CAGE COCK SURROUNDED BATH WATER REMINDING ALWAYS OWNS ENJOY CUCK
ham,HURRY WEED DEFICIENT LIKE THREE DAYS
ham,SURE GET ACKNOWLEDGEMENT ASTOUNDINGLY TACTLESS GENERALLY FAGGY DEMAND BLOOD OATH FO
ham,OK EVERY NIGHT TAKE WARM BATH DRINK CUP MILK SEE WORK MAGIC STILL NEED LOOSE WEIGHT KNOW
ham,LOOK FRYING PAN CASE CHEAP BOOK PERHAPS SILLY FRYING PAN LIKELY BOOK
ham,WELL UV CAUSES MUTATIONS SUNSCREEN LIKE ESSENTIAL THESEDAYS
ham,LUNCH ONLINE
ham,KNOW FRIEND ALREADY TOLD
ham,HI PRINCESS THANK PICS PRETTY
ham,AIYO U ALWAYS C EX ONE DUNNO ABT MEI REPLY FIRST TIME U REPLY FAST LUCKY WORKIN HUH GOT BAO UR SUGARDAD AH GEE
ham,HI MSG OFFICE
ham,THANX 4 E BROWNIE V NICE
ham,GEEEEE LOVE MUCH BARELY STAND
spam,GENT TRYING CONTACT LAST WEEKENDS DRAW SHOWS 1000 PRIZE GUARANTEED CALL 09064012160 CLAIM CODE K52 VALID 12HRS 150PPM
ham,FUCK BABE MISS ALREADY KNOW LET SEND MONEY TOWARDS NET NEED WANT CRAVE
ham,ILL CALL U 2MRW NINISH ADDRESS ICKY AMERICAN FREEK WONT STOP CALLIN 2 BAD JEN K EH
ham,OOOH BED RIDDEN EY THINKING
ham,ANYWAYS GO GYM WHATEVER LOVE SMILES HOPE OK GOOD DAY BABE MISS MUCH ALREADY
ham,LOVE DADDY MAKE SCREAM PLEASURE GOING SLAP ASS DICK
ham,WOT U WANNA MISSY
ham,YAR LOR WAIT 4 MUM 2 FINISH SCH LUNCH LOR WHOLE MORNING STAY HOME CLEAN ROOM ROOM QUITE CLEAN HEE
ham,KNOW LAB GOGGLES WENT
ham,OPEN DOOR
ham,WAITING CALL
ham,NOPE WAITING SCH 4 DADDY
spam,1 000 CASH 2 000 PRIZE CLAIM CALL09050000327
ham,TIRED ARGUING WEEK WEEK WANT
ham,WAIT 4 SCH FINISH ARD 5
spam,MOBILE NUMBER 5000 CLAIM CALLS US BACK RING CLAIMS HOT LINE 09050005321
ham,ARNGD MARRIAGE U R WALKIN UNFORTUNTLY SNAKE BITES U BT LOVE MARRIAGE DANCING FRNT SNAKE AMP SAYIN BITE BITE
ham,HUH EARLY DINNER OUTSIDE IZZIT
ham,OK ANYWAY NEED CHANGE SAID
spam,TRIED CONTACT REPLY OFFER 750 MINS 150 TEXTAND NEW VIDEO PHONE CALL 08002988890 REPLY FREE DELIVERY TOMORROW
ham,EX WIFE ABLE KIDS WANT KIDS ONE DAY
ham,SCOTLAND HOPE SHOWING JJC TENDENCIES TAKE CARE LIVE DREAM
ham,TELL U HEADACHE WANT USE 1 HOUR SICK TIME
ham,DUN THK QUIT YET HMMM GO JAZZ YOGASANA OSO GO MEET EM LESSONS DEN
ham,PETE PLEASE RING MEIVE HARDLY GOTANY CREDIT
ham,YA SRSLY BETTER YI THO
ham,MEETING CALL LATER
spam,UR CHANCE WIN 250 WKLY SHOPPING SPREE TXT SHOP 80878 C WWW TXT 2 SHOP COM CUSTCARE 08715705022 1X150P WK
spam,SPECIALLY SELECTED RECEIVE 2000 POUND AWARD CALL 08712402050 LINES CLOSE COST 10PPM 16 CS APPLY AG PROMO
spam,PRIVATE 2003 ACCOUNT STATEMENT 07753741225 SHOWS 800 UN REDEEMED POINTS CALL 08715203677 IDENTIFIER CODE 42478 EXPIRES 24 10 04
ham,STILL GRAND PRIX
ham,MET STRANGER CHOOSE FRIEND LONG WORLD STANDS FRIENDSHIP NEVER ENDS LETS FRIENDS FOREVER GUD NITZ
ham,GREAT
ham,GUD MRNG DEAR NICE DAY
spam,IMPORTANT CUSTOMER SERVICE ANNOUNCEMENT CALL FREEPHONE 0800 542 0825
ham,EXHAUSTED TRAIN MORNING MUCH WINE PIE SLEEP WELL
ham,GOING BUY MUM PRESENT AR
ham,MIND BLASTIN TSUNAMIS OCCUR RAJNIKANT STOPPED SWIMMING INDIAN OCEAN
ham,U SENDING HOME FIRST OK LOR READY YET
ham,SPEAKING CASH YET
ham,HAPPY COME NOON
ham,MEET LUNCH LA
ham,TAKE CARE N GET WELL SOON
spam,XCLUSIVE CLUBSAISAI 2MOROW 28 5 SOIREE SPECIALE ZOUK NICHOLS PARIS FREE ROSES 2 LADIES INFO 07946746291 07880867867
ham,MEANT SAY CANT WAIT SEE U GETTING BORED BRIDGWATER BANTER
ham,NEVA MIND OK
ham,FINE IMMA GET DRINK SOMETHIN WANT COME FIND
spam,22 DAYS KICK EURO2004 U KEPT DATE LATEST NEWS RESULTS DAILY REMOVED SEND GET TXT STOP 83222
ham,VALENTINE GAME SEND DIS MSG UR FRIENDS 5 ANSWERS R SOMEONE REALLY LOVES U QUES COLOUR SUITS BEST RPLY
ham,MANY DEPENDENTS
ham,THANX4 TODAY CER NICE 2 CATCH AVE 2 FIND TIME OFTEN OH WELL TAKE CARE C U SOON C
ham,CALLED SAID CHOOSE FUTURE
ham,HAPPY VALENTINES DAY KNOW EARLY HUNDREDS HANDSOMES BEAUTIES WISH THOUGHT FINISH AUNTIES UNCLES 1ST
ham,LIKE V SHOCK LEH COS TELLING SHUHUI LIKE TELLING LEONA ALSO LIKE DAT ALMOST KNOW LIAO GOT ASK ABT UR REACTION LOR
ham,FAMILY HAPPINESS
ham,COME N PICK COME IMMEDIATELY AFT UR LESSON
ham,LET SNOW LET SNOW KIND WEATHER BRINGS PPL TOGETHER FRIENDSHIPS GROW
ham,DEAR GOT LT GT DOLLARS HI HI
ham,GOOD WORDS WORDS MAY LEAVE U DISMAY MANY TIMES
ham,MAKE SURE ALEX KNOWS BIRTHDAY FIFTEEN MINUTES FAR CONCERNED
ham,SORRY GOT THINGS MAY PUB LATER
ham,NAH STRAIGHT BRING BUD DRINKS SOMETHING ACTUALLY LITTLE USEFUL STRAIGHT CASH
ham,HAHA GOOD HEAR OFFICIALLY PAID MARKET 8TH
ham,MANY LICKS TAKE GET CENTER TOOTSIE POP
ham,YUP THK R E TEACHER SAID MAKE FACE LOOK LONGER DARREN ASK 2 CUT SHORT
spam,NEW TEXTBUDDY CHAT 2 HORNY GUYS UR AREA 4 25P FREE 2 RECEIVE SEARCH POSTCODE GAYTEXTBUDDY COM TXT ONE NAME 89693
spam,TODAYS VODAFONE NUMBERS ENDING 4882 SELECTED RECEIVE 350 AWARD NUMBER MATCHES CALL 09064019014 RECEIVE 350 AWARD
ham,PLEASE DONT SAY LIKE HI HI HI
ham,THANK U
ham,OH FORWARDED MESSAGE THOUGHT SEND
ham,GOT SEVENTEEN POUNDS SEVEN HUNDRED ML HOPE OK
spam,DEAR VOUCHER HOLDER 2 CLAIM WEEKS OFFER PC GO HTTP WWW E TLP CO UK EXPRESSOFFER TS CS APPLY 2 STOP TEXTS TXT STOP 80062
ham,N FUNNY
ham,SWEETHEART HOPE KIND DAY ONE LOADS REASONS SMILE BIOLA
ham,LOGIN DAT TIME DAD FETCHING HOME
ham,SHOWER BABY
ham,ASKD U QUESTION HOURS ANSWER
ham,WELL IMMA DEFINITELY NEED RESTOCK THANKSGIVING LET KNOW
ham,SAID KISS KISS SOUND EFFECTS GORGEOUS MAN KIND PERSON NEEDS SMILE BRIGHTEN DAY
ham,PROBABLY GONNA SWING WEE BIT
ham,YA NICE READY THURSDAY
ham,ALLO BRAVED BUSES TAKEN TRAINS TRIUMPHED MEAN B HAM JOLLY GOOD REST WEEK
ham,WATCHING CARTOON LISTENING MUSIC AMP EVE GO TEMPLE AMP CHURCH U
ham,MIND ASK HAPPENED DONT SAY UNCOMFORTABLE
spam,PRIVATE 2003 ACCOUNT STATEMENT SHOWS 800 UN REDEEMED POINTS CALL 08715203694 IDENTIFIER CODE 40533 EXPIRES 31 10 04
ham,PROB SEND EMAIL
spam,1 000 CASH 2 000 PRIZE CLAIM CALL09050000327 C RSTM SW7 3SS 150PPM
ham,THATS COOL SOMETIMES SLOW GENTLE SONETIMES ROUGH HARD
ham,GONNA SAY SORRY WOULD NORMAL STARTING PANIC TIME SORRY SEEING TUESDAY
ham,WAIT KNOW WESLEYS TOWN BET HELLA DRUGS
ham,FINE MISS MUCH
ham,U GOT PERSONS STORY
ham,TELL DRUG DEALER GETTING IMPATIENT
ham,SUN CANT COME EARTH SEND LUV RAYS CLOUD CANT COME RIVER SEND LUV RAIN CANT COME MEET U SEND CARE MSG U GUD EVNG
ham,PLACE MAN
ham,DOESNT MAKE SENSE TAKE UNLESS FREE NEED KNOW WIKIPEDIA COM
spam,88800 89034 PREMIUM PHONE SERVICES CALL 08718711108
ham,SEA LAYS ROCK ROCK ENVELOPE ENVELOPE PAPER PAPER 3 WORDS
ham,MUM REPENT
ham,SORRY GOING HOME FIRST DADDY COME FETCH LATER
ham,LEAVE DE START PREPARE NEXT
ham,YES BABY STUDY POSITIONS KAMA SUTRA
ham,EN CHIKKU NANGE BAKRA MSG KALSTIYA TEA COFFEE
ham,CARLOS MINUTE STILL NEED BUY
ham,PAY LT DECIMAL GT LAKHS
ham,GOOD EVENING TTYL
ham,U RECEIVE MSG
ham,HO HO BIG BELLY LAUGH SEE YA TOMO
spam,SMS AC SUN0819 POSTS HELLO SEEM COOL
spam,GET UR 1ST RINGTONE FREE REPLY MSG TONE GR8 TOP 20 TONES PHONE EVERY WEEK 1 50 PER WK 2 OPT SEND STOP 08452810071 16
ham,DITTO WORRY SAYING ANYTHING ANYMORE LIKE SAID LAST NIGHT WHATEVER WANT PEACE
ham,GOT LT GT WAY COULD PICK
ham,DONT KNW PA DRINK MILK
